input_class,cluster_in_layer1,cluster_in_layer2,cluster_in_layer3,cluster_in_layer4,cluster_in_layer5,cluster_in_layer6,output_class
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1
2,4,4,2,3,0,0,2
2,4,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,0,1,0,0,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,0,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,0,0,0,0,2
2,4,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,3,1,0,0,0,0,2
2,0,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,2,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,1,2,3,0,0,2
2,0,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,1,0,0,0,0,2
2,0,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,1,0,0,0,0,2
2,0,4,2,3,0,0,2
2,4,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,1,0,0,0,0,6
2,4,4,2,3,0,0,2
2,2,1,0,0,0,0,7
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,4,0,0,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,0,1,0,0,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,3,4,2,0,0,0,2
2,4,1,0,0,0,0,2
2,0,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,0,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
2,4,4,2,3,0,0,2
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,0,1,0,0,0,0,8
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,4,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,2,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,2,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,5
3,3,0,0,0,0,0,5
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,5
3,0,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,4,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,0,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,2,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,0,1,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,1,0,0,0,0,5
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,5
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
3,3,0,0,0,0,0,3
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,1,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,4,1,0,0,0,0,2
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,0,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,0,1,0,0,0,0,7
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,0,1,0,0,0,0,4
4,0,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,4,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,0,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,2,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,1,0,0,0,4
4,0,1,0,0,0,0,4
4,2,1,1,2,2,1,4
4,2,1,1,2,2,1,4
4,2,1,0,0,0,0,4
4,2,1,1,2,2,1,4
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,1,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,1,0,0,0,0,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,4,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,1,0,0,0,0,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,1,0,0,0,0,5
5,3,0,0,0,1,0,5
5,0,0,0,0,1,3,5
5,2,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,1,0,0,0,0,5
5,0,1,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,0,0,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,1,0,0,0,0,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,0,0,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,2,1,0,0,0,0,5
5,0,1,0,0,0,0,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,2,1,0,0,0,0,4
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,0,0,5
5,2,0,0,0,1,3,5
5,0,1,0,0,0,0,6
5,0,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,0,0,0,0,1,3,5
5,3,0,0,0,0,0,5
5,0,0,0,0,1,3,5
5,3,0,0,0,0,0,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
5,3,0,0,0,1,3,5
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,0,0,0,0,6
6,1,1,0,0,0,0,0
6,4,1,3,4,0,2,6
6,0,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,2,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,1,2,0,0,0,0,0
6,4,1,3,4,3,2,6
6,0,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,0,0,6
6,4,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,0,0,0,6
6,0,1,0,0,0,0,5
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,0,0,0,0,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,4,1,3,4,3,2,6
6,0,1,3,4,3,2,6
6,0,1,3,0,0,0,6
6,4,1,3,4,3,2,6
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,0,1,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,0,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,3
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,4
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,2
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
7,0,1,0,0,0,0,7
7,0,1,0,0,0,0,7
7,2,3,0,0,0,0,7
7,2,3,0,0,0,0,7
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,2
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,2,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,2,1,0,0,0,0,5
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,2,1,0,0,0,0,8
8,4,1,0,0,0,0,2
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,2,1,0,0,0,0,8
8,4,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,2
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,2
8,0,1,0,0,0,0,8
8,2,1,0,0,0,0,4
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
